indice,Data_Publicacao,data_gmt,Data_Pregao_Atribuido,Categoria,Portal,Fonte,Noticia,Resumo,URL,Idioma,texto
N0015245,2020-11-19 19:05:30,2020-11-19T22:05:30,2020-11-23,CAT2_Mercado_Petroleo,InfoMoney,WP_InfoMoney,"Governo Biden poderia impulsionar mineradora em Cuba, diz CEO","“Certamente, o resultado de Biden é mais positivo para nós ao longo dos próximos anos do que uma reeleição do governo Trump”, afirma executivo",https://www.infomoney.com.br/mercados/governo-biden-poderia-impulsionar-mineradora-em-cuba-diz-ceo/,pt,"governo biden poderia impulsionar mineradora em cuba, diz ceo || “certamente, o resultado de biden é mais positivo para nós ao longo dos próximos anos do que uma reeleição do governo trump”, afirma executivo"
N0015317,2020-11-24 18:47:51,2020-11-24T21:47:51,2020-11-25,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"Braskem: Planner projeta mais um balanço positivo para o 4º trimestre, mas corta preço-alvo da ação","A Planner reafirmou suas boas expectativas sobre os resultados do quarto trimestre de 2020 da Braskem (BRKM5) após a companhia ter reportado números consistentes na temporada de balanços mais recente. “Os resultados operacionais da Braskem no terceiro trimestre foram muito bons, com um forte crescimento do Ebitda, não só na comparação com o trimestre anterior, […]",https://www.moneytimes.com.br/braskem-planner-projeta-mais-um-balanco-positivo-para-o-4o-trimestre-mas-corta-preco-alvo-da-acao/,pt,"braskem: planner projeta mais um balanço positivo para o 4º trimestre, mas corta preço-alvo da ação || a planner reafirmou suas boas expectativas sobre os resultados do quarto trimestre de 2020 da braskem (brkm5) após a companhia ter reportado números consistentes na temporada de balanços mais recente. “os resultados operacionais da braskem no terceiro trimestre foram muito bons, com um forte crescimento do ebitda, não só na comparação com o trimestre anterior, […]"
N0015363,2020-11-26 19:03:00,2020-11-26T22:03:00,2020-11-27,CAT7_Macro_Energia,Exame,WP_Exame,"Entre frigoríficos, Marfrig é o principal cavalo, aponta Credit Suisse","Sem acompanhar rali do Ibovespa em novembro, analistas do banco apontam que rentabilidade inferior do papel foi “injustificada”",https://exame.com/invest/mercados/entre-frigorificos-marfrig-e-o-principal-cavalo-aponta-credit-suisse/,pt,"entre frigoríficos, marfrig é o principal cavalo, aponta credit suisse || sem acompanhar rali do ibovespa em novembro, analistas do banco apontam que rentabilidade inferior do papel foi “injustificada”"
N0015507,2020-12-07 18:14:40,2020-12-07T21:14:40,2020-12-08,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,Preços do petróleo caem diante de aumento de casos de Covid-19 e tensão EUA-China,"Os preços do petróleo caíram cerca de 1% nesta segunda-feira, à medida que o aumento no número de casos de coronavírus e crescentes tensões entre Estados Unidos e China ofuscam o impacto positivo de um acordo de produção da Opep+. O petróleo Brent fechou em queda de 0,46 dólar, ou 0,9%, a 48,79 dólares por […]",https://www.moneytimes.com.br/precos-do-petroleo-caem-diante-de-aumento-de-casos-de-covid-19-e-tensao-eua-china/,pt,"preços do petróleo caem diante de aumento de casos de covid-19 e tensão eua-china || os preços do petróleo caíram cerca de 1% nesta segunda-feira, à medida que o aumento no número de casos de coronavírus e crescentes tensões entre estados unidos e china ofuscam o impacto positivo de um acordo de produção da opep+. o petróleo brent fechou em queda de 0,46 dólar, ou 0,9%, a 48,79 dólares por […]"
N0015609,2020-12-11 20:53:15,2020-12-11T23:53:15,2020-12-14,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,IBP considera positivas novas diretrizes do governo brasileiro sobre biocombustíveis,"O Instituto Brasileiro de Petróleo e Gás (IBP) considera positivo que as regulamentações referentes ao “downstream” brasileiro estejam avançando, com resoluções sobre o novo modelo de comercialização de biodiesel e a avaliação da inserção de diesel verde na matriz energética, segundo nota divulgada nesta sexta-feira. “Destacando-se que ainda não tivemos acesso aos termos das decisões, […]",https://www.moneytimes.com.br/ibp-considera-positivas-novas-diretrizes-do-governo-brasileiro-sobre-biocombustiveis/,pt,"ibp considera positivas novas diretrizes do governo brasileiro sobre biocombustíveis || o instituto brasileiro de petróleo e gás (ibp) considera positivo que as regulamentações referentes ao “downstream” brasileiro estejam avançando, com resoluções sobre o novo modelo de comercialização de biodiesel e a avaliação da inserção de diesel verde na matriz energética, segundo nota divulgada nesta sexta-feira. “destacando-se que ainda não tivemos acesso aos termos das decisões, […]"
N0015642,2020-12-15 17:16:29,2020-12-15T20:16:29,2020-12-16,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,Dólar fecha em queda em dia positivo no exterior com esperanças sobre vacina e estímulos,"O dólar fechou em queda ante o real nesta terça-feira, com investidores espelhando o movimento da moeda norte-americana no exterior, num dia positivo para ativos de risco no mundo diante de expectativas de estímulos nos Estados Unidos e de progressos na vacinação contra a Covid-19. O dólar à vista fechou em baixa de 0,77%, a […]",https://www.moneytimes.com.br/dolar-fecha-em-queda-em-dia-positivo-no-exterior-com-esperancas-sobre-vacina-e-estimulos/,pt,"dólar fecha em queda em dia positivo no exterior com esperanças sobre vacina e estímulos || o dólar fechou em queda ante o real nesta terça-feira, com investidores espelhando o movimento da moeda norte-americana no exterior, num dia positivo para ativos de risco no mundo diante de expectativas de estímulos nos estados unidos e de progressos na vacinação contra a covid-19. o dólar à vista fechou em baixa de 0,77%, a […]"
N0015681,2020-12-17 17:09:33,2020-12-17T20:09:33,2020-12-18,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Otimismo sobre vacinas e estímulos nos EUA derruba dólar,"O dólar fechou em queda ante o real nesta quinta-feira, em mais um dia amplamente positivo para as mais variadas classes de ativos de risco, com investidores mirando aprovação de novos estímulos nos Estados Unidos e início de vacinação contra a Covid-19 em importantes economias. O dólar à vista caiu 0,59%, a 5,0782 reais na […]",https://www.moneytimes.com.br/dolar-cai-em-sintonia-com-apetite-por-risco-no-exterior/,pt,"otimismo sobre vacinas e estímulos nos eua derruba dólar || o dólar fechou em queda ante o real nesta quinta-feira, em mais um dia amplamente positivo para as mais variadas classes de ativos de risco, com investidores mirando aprovação de novos estímulos nos estados unidos e início de vacinação contra a covid-19 em importantes economias. o dólar à vista caiu 0,59%, a 5,0782 reais na […]"
N0015746,2020-12-22 17:17:02,2020-12-22T20:17:02,2020-12-23,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Dólar engata 3ª alta seguida, bate máxima em quase 2 semanas e fecha a R$ 5,16","O dólar (USDBRL) emendou a terceira alta consecutiva e fechou no maior patamar em quase duas semanas frente ao real nesta terça-feira, alavancado pelo rali da moeda norte-americana no exterior, num dia mais negativo para ativos de risco em geral diante de preocupações com a Covid-19. O dólar à vista subiu 0,79%, a 5,1639 reais […]",https://www.moneytimes.com.br/dolar-engata-3a-alta-seguida-bate-maxima-em-quase-2-semanas-e-fecha-a-r-516/,pt,"dólar engata 3ª alta seguida, bate máxima em quase 2 semanas e fecha a r$ 5,16 || o dólar (usdbrl) emendou a terceira alta consecutiva e fechou no maior patamar em quase duas semanas frente ao real nesta terça-feira, alavancado pelo rali da moeda norte-americana no exterior, num dia mais negativo para ativos de risco em geral diante de preocupações com a covid-19. o dólar à vista subiu 0,79%, a 5,1639 reais […]"
N0015789,2020-12-27 17:18:18,2020-12-27T20:18:18,2020-12-28,CAT2_Mercado_Petroleo,Exame,WP_Exame,"Aeris decola 76% em 45 dias e tem espaço para subir mais, avalia BTG",Líder na produção de pás de energia eólica tem uma das maiores altas entre os IPOs do ano e recebe recomendação de compra do banco,https://exame.com/invest/mercados/aeris-decola-76-em-45-dias-e-tem-espaco-para-subir-mais-avalia-btg/,pt,"aeris decola 76% em 45 dias e tem espaço para subir mais, avalia btg || líder na produção de pás de energia eólica tem uma das maiores altas entre os ipos do ano e recebe recomendação de compra do banco"
N0015813,2020-12-29 18:10:09,2020-12-29T21:10:09,2020-12-30,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Ibovespa fecha em alta com novo recorde intradia e deve encerrar 2020 em terreno positivo,"O Ibovespa (IBOV) fechou em alta nesta terça-feira, renovando marca histórica intradia perto de 120 mil pontos e pavimentando um encerramento positivo para um ano desafiador, com CSN (CSNA3) e Usiminas (USIM5) entre os maiores ganhos no penúltimo pregão de 2020. Índice de referência do mercado acionário brasileiro, o Ibovespa fechou com acréscimo 0,24%, a […]",https://www.moneytimes.com.br/ibovespa-fecha-em-alta-com-novo-recorde-intradia/,pt,"ibovespa fecha em alta com novo recorde intradia e deve encerrar 2020 em terreno positivo || o ibovespa (ibov) fechou em alta nesta terça-feira, renovando marca histórica intradia perto de 120 mil pontos e pavimentando um encerramento positivo para um ano desafiador, com csn (csna3) e usiminas (usim5) entre os maiores ganhos no penúltimo pregão de 2020. índice de referência do mercado acionário brasileiro, o ibovespa fechou com acréscimo 0,24%, a […]"
N0015890,2021-01-05 20:05:24,2021-01-05T23:05:24,2021-01-06,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,XP eleva preço-alvo da Petrobras após acordo da Opep+,"A XP classificou como positivo o acordo fechado entre os membros da Opep+ para o corte da produção de petróleo. Os preços do Brent dispararam 4,99%, a US$ 53,64 o barril, após a notícia. Com o acordo, a Arábia Saudita carregará o maior fardo dos cortes na produção, enquanto outros países não farão mudanças ou […]",https://www.moneytimes.com.br/xp-eleva-preco-alvo-da-petrobras-apos-acordo-da-opep/,pt,"xp eleva preço-alvo da petrobras após acordo da opep+ || a xp classificou como positivo o acordo fechado entre os membros da opep+ para o corte da produção de petróleo. os preços do brent dispararam 4,99%, a us$ 53,64 o barril, após a notícia. com o acordo, a arábia saudita carregará o maior fardo dos cortes na produção, enquanto outros países não farão mudanças ou […]"
N0015897,2021-01-06 17:30:48,2021-01-06T20:30:48,2021-01-07,CAT1_Empresa,InfoMoney,WP_InfoMoney,Acordo da Opep+ surpreende e impulsiona preços do petróleo: qual o impacto para a Petrobras e para outras ações?,"Além da petroleira estatal, BBI destaca impacto para ações da São Martinho; visão dos analistas é positiva para o preço da commodity após 2020 difícil",https://www.infomoney.com.br/mercados/acordo-da-opep-surpreende-e-impulsiona-precos-do-petroleo-qual-o-impacto-para-a-petrobras-e-para-outras-acoes/,pt,"acordo da opep+ surpreende e impulsiona preços do petróleo: qual o impacto para a petrobras e para outras ações? || além da petroleira estatal, bbi destaca impacto para ações da são martinho; visão dos analistas é positiva para o preço da commodity após 2020 difícil"
N0016021,2021-01-13 22:00:33,2021-01-14T01:00:33,2021-01-14,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,PetroRio: oportunidades de crescimento já estão precificadas e ações podem subir 10%,"A Ágora Investimentos iniciou a cobertura das ações da PetroRio (PRIO3), que figurou entre as mais altas da Bolsa em 2020, com recomendação neutra e preço-alvo de R$ 84, o que implica potencial de valorização de 10%. Segundo os analistas Vicente Falanga e Ricardo França, as oportunidades da empresa já estão precificadas. Eles lembram que […]",https://www.moneytimes.com.br/petrorio-oportunidades-de-crescimento-ja-estao-precificadas-e-acoes-podem-subir-10/,pt,"petrorio: oportunidades de crescimento já estão precificadas e ações podem subir 10% || a ágora investimentos iniciou a cobertura das ações da petrorio (prio3), que figurou entre as mais altas da bolsa em 2020, com recomendação neutra e preço-alvo de r$ 84, o que implica potencial de valorização de 10%. segundo os analistas vicente falanga e ricardo frança, as oportunidades da empresa já estão precificadas. eles lembram que […]"
N0016051,2021-01-15 18:11:10,2021-01-15T21:11:10,2021-01-18,CAT7_Macro_Energia,Exame,WP_Exame,"Dólar baterá R$ 6 por deterioração fiscal no Brasil, prevê Société Générale","Banco entrou com recomendação de compra de dólar ante o real em 2 de dezembro, com a moeda a 5,22 reais. A meta é de 6,0 reais, com ""stop"" em 4,90 reais",https://exame.com/invest/mercados/dolar-batera-r-6-por-deterioracao-fiscal-no-brasil-preve-societe-generale/,pt,"dólar baterá r$ 6 por deterioração fiscal no brasil, prevê société générale || banco entrou com recomendação de compra de dólar ante o real em 2 de dezembro, com a moeda a 5,22 reais. a meta é de 6,0 reais, com ""stop"" em 4,90 reais"
N0016189,2021-01-26 17:19:28,2021-01-26T20:19:28,2021-01-27,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Compre agora as ações da Apple e do Magazine Luiza, apontam analistas","O time de análise da Guide Investimentos indicou, para esta semana, a compra das ações da Apple (AAPL34), negociadas na B3 (B3SA3), e do Magazine Luiza (MGLU3), mostra um relatório enviado a clientes nesta terça-feira (26). “Temos expectativa positiva para os resultados da companhia de tecnologia americana ao mesmo tempo em que achamos interessante dolarizar […]",https://www.moneytimes.com.br/compre-agora-as-acoes-da-apple-e-do-magazine-luiza-apontam-analistas/,pt,"compre agora as ações da apple e do magazine luiza, apontam analistas || o time de análise da guide investimentos indicou, para esta semana, a compra das ações da apple (aapl34), negociadas na b3 (b3sa3), e do magazine luiza (mglu3), mostra um relatório enviado a clientes nesta terça-feira (26). “temos expectativa positiva para os resultados da companhia de tecnologia americana ao mesmo tempo em que achamos interessante dolarizar […]"
