indice,Data_Publicacao,data_gmt,Data_Pregao_Atribuido,Categoria,Portal,Fonte,Noticia,Resumo,URL,Idioma,texto
N0030213,2022-10-04 17:32:36,2022-10-04T20:32:36,2022-10-05,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,3R Petroleum (RRRP3) salta com petróleo e BofA recomendando compra; quanto ação pode subir?,"O Bank of America (BofA) iniciou a cobertura da ação da 3R Petroleum (RRRP3) com recomendação de compra e preço-alvo de R$ 90, o que implica um potencial de valorização de 136,5% em relação à cotação do último fechamento. De acordo com o banco, em relatório publicado nesta segunda-feira (3), existem quatro motivos para a […]",https://www.moneytimes.com.br/3r-petroleum-rrrp3-salta-com-petroleo-e-bofa-recomendando-compra-quanto-acao-pode-subir/,pt,"3r petroleum (rrrp3) salta com petróleo e bofa recomendando compra; quanto ação pode subir? || o bank of america (bofa) iniciou a cobertura da ação da 3r petroleum (rrrp3) com recomendação de compra e preço-alvo de r$ 90, o que implica um potencial de valorização de 136,5% em relação à cotação do último fechamento. de acordo com o banco, em relatório publicado nesta segunda-feira (3), existem quatro motivos para a […]"
N0030371,2022-10-11 17:44:34,2022-10-11T20:44:34,2022-10-13,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Vale (VALE3), Petrobras (PETR4), Itaú (ITUB4) e Magazine Luiza (MGLU3) puxam queda em sessão negativa para bolsa","Investidores evitam se posicionar na B3, antes do feriado de quarta (12), com ata do Fomc e inflação do consumidor (CPI) dos EUA, na quinta",https://www.infomoney.com.br/mercados/ibovespa-hoje-bolsa-de-valores-ao-vivo-11102022/,pt,"vale (vale3), petrobras (petr4), itaú (itub4) e magazine luiza (mglu3) puxam queda em sessão negativa para bolsa || investidores evitam se posicionar na b3, antes do feriado de quarta (12), com ata do fomc e inflação do consumidor (cpi) dos eua, na quinta"
N0030479,2022-10-17 17:25:43,2022-10-17T20:25:43,2022-10-18,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Ação de petroleira tem potencial de saltar 80% e deixar seus concorrentes no chinelo, prevê Inter","O Inter Research iniciou a cobertura das chamadas petroleiras juniores (PRIO3, 3R Petroleum e PetroRecôncavo), ou seja, empresas com produção menor que a Petrobras (PETR3;PETR4), mas que não necessariamente são companhias pequenas. Mesmo recomendando compra nas três empresas, a corretora enxerga potencial de alta muito maior para a 3RPetroleum, com preço-alvo de R$ 74 (disparada […]",https://www.moneytimes.com.br/acao-de-petroleira-tem-potencial-de-saltar-80-e-deixar-seus-concorrentes-no-chinelo-preve-inter/,pt,"ação de petroleira tem potencial de saltar 80% e deixar seus concorrentes no chinelo, prevê inter || o inter research iniciou a cobertura das chamadas petroleiras juniores (prio3, 3r petroleum e petrorecôncavo), ou seja, empresas com produção menor que a petrobras (petr3;petr4), mas que não necessariamente são companhias pequenas. mesmo recomendando compra nas três empresas, a corretora enxerga potencial de alta muito maior para a 3rpetroleum, com preço-alvo de r$ 74 (disparada […]"
N0030508,2022-10-18 19:00:09,2022-10-18T22:00:09,2022-10-19,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Por que a PetroRecôncavo (REVC3) é a petroleira mais segura da bolsa?,"O Inter Research iniciou a cobertura das chamadas petroleiras juniores (PRIO, 3R Petroleum e PetroRecôncavo), ou seja, empresas com produção menor que a Petrobras (PETR3;PETR4), mas que não necessariamente são companhias pequenas. Apesar de recomendar compra nas três empresas, a corretora enxerga potencial de alta muito maior para a 3RPetroleum, com preço-alvo de R$ 74 (disparada de 82% ante o fechamento […]",https://www.moneytimes.com.br/por-que-a-petroreconcavo-revc3-e-a-petroleira-mais-segura-da-bolsa/,pt,"por que a petrorecôncavo (revc3) é a petroleira mais segura da bolsa? || o inter research iniciou a cobertura das chamadas petroleiras juniores (prio, 3r petroleum e petrorecôncavo), ou seja, empresas com produção menor que a petrobras (petr3;petr4), mas que não necessariamente são companhias pequenas. apesar de recomendar compra nas três empresas, a corretora enxerga potencial de alta muito maior para a 3rpetroleum, com preço-alvo de r$ 74 (disparada de 82% ante o fechamento […]"
N0030609,2022-10-24 17:23:49,2022-10-24T20:23:49,2022-10-25,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Petrobras (PETR4) e BB (BBAS3) desabam 10% e perdem juntas R$ 62,8 bi de valor, com turbulência pré-eleições","Além de realização de lucros prevendo campanha acirrada, últimos desdobramentos não foram positivos para a campanha de Jair Bolsonaro",https://www.infomoney.com.br/mercados/petrobras-petr4-e-bb-bbas3-caem-mais-de-5-com-animo-dando-lugar-a-cautela-na-ultima-semana-antes-das-eleicoes/,pt,"petrobras (petr4) e bb (bbas3) desabam 10% e perdem juntas r$ 62,8 bi de valor, com turbulência pré-eleições || além de realização de lucros prevendo campanha acirrada, últimos desdobramentos não foram positivos para a campanha de jair bolsonaro"
N0030635,2022-10-25 17:20:15,2022-10-25T20:20:15,2022-10-26,CAT1_Empresa,InfoMoney,WP_InfoMoney,Magazine Luiza (MGLU3) e Vale (VALE3) evitam queda maior da bolsa; sessão foi negativa para estatais às vésperas de eleições,"Dólar avançou 0,26%, cotado a R$ 5,31; juros futuros (DIs) tiveram sessão mista",https://www.infomoney.com.br/mercados/ibovespa-hoje-bolsa-de-valores-ao-vivo-25102022/,pt,"magazine luiza (mglu3) e vale (vale3) evitam queda maior da bolsa; sessão foi negativa para estatais às vésperas de eleições || dólar avançou 0,26%, cotado a r$ 5,31; juros futuros (dis) tiveram sessão mista"
N0030744,2022-10-28 17:55:15,2022-10-28T20:55:15,2022-10-31,CAT7_Macro_Energia,InfoMoney,WP_InfoMoney,"Suzano (SUZB3): com Ebitda recorde, ações sobem 3,75%, mas bom momento deve persistir?","Bradesco BBI e Goldman Sachs reiteram recomendação de venda para ação, enquanto Eleven e Itaú BBA mostram otimismo",https://www.infomoney.com.br/mercados/suzano-suzb3-com-ebitda-recorde-acoes-em-alta-mas-bom-momento-deve-persistir/,pt,"suzano (suzb3): com ebitda recorde, ações sobem 3,75%, mas bom momento deve persistir? || bradesco bbi e goldman sachs reiteram recomendação de venda para ação, enquanto eleven e itaú bba mostram otimismo"
N0030865,2022-11-03 17:11:46,2022-11-03T20:11:46,2022-11-04,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Ibovespa (IBOV) fecha estável em dia ruim para mercados no exterior; ações de varejo e consumo sobem forte,"O Ibovespa (IBOV) quebrou a tendência de alta que vinha mantendo ao longo da semana e terminou esta quinta-feira (3) no campo negativo. Apesar disso, a queda foi menor do que em Wall Street, com Nasdaq caindo 1,73%. O índice de referência da Bolsa brasileira encerrou praticamente estável, com leve queda de 0,03%, a 116.896,36 pontos. O setor […]",https://www.moneytimes.com.br/ibovespa-hoje-fecha-alta-006-lula-varejo-consumo-destaque-positivo-03-11-2022/,pt,"ibovespa (ibov) fecha estável em dia ruim para mercados no exterior; ações de varejo e consumo sobem forte || o ibovespa (ibov) quebrou a tendência de alta que vinha mantendo ao longo da semana e terminou esta quinta-feira (3) no campo negativo. apesar disso, a queda foi menor do que em wall street, com nasdaq caindo 1,73%. o índice de referência da bolsa brasileira encerrou praticamente estável, com leve queda de 0,03%, a 116.896,36 pontos. o setor […]"
N0030945,2022-11-07 18:34:36,2022-11-07T21:34:36,2022-11-08,CAT7_Macro_Energia,InfoMoney,WP_InfoMoney,"Ibovespa cai 2,38%, com investidores monitorando cenário político local; dólar sobe 2,19%, a R$ 5,17",Notícias a respeito do nome que ocupará o cargo de ministro da Economia no próximo ano foram catalisadores negativos para Bolsa brasileira,https://www.infomoney.com.br/mercados/ibovespa-cai-238-com-investidores-monitorando-cenario-politico-local-dolar-sobe-219-a-r-517/,pt,"ibovespa cai 2,38%, com investidores monitorando cenário político local; dólar sobe 2,19%, a r$ 5,17 || notícias a respeito do nome que ocupará o cargo de ministro da economia no próximo ano foram catalisadores negativos para bolsa brasileira"
N0030993,2022-11-09 18:38:40,2022-11-09T21:38:40,2022-11-10,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Braskem (BRKM5): ação registra queda de 5,5% após trimestre preocupante e pessimismo sobre venda da empresa","Após resultados considerados muito fracos, BBI cortou o preço-alvo e rebaixou recomendação para neutra, vendo menor chance de mudança de controle",https://www.infomoney.com.br/mercados/braskem-brkm5-acao-registra-queda-apos-trimestre-para-se-preocupar-e-visao-de-que-venda-da-empresa-esta-mais-distante/,pt,"braskem (brkm5): ação registra queda de 5,5% após trimestre preocupante e pessimismo sobre venda da empresa || após resultados considerados muito fracos, bbi cortou o preço-alvo e rebaixou recomendação para neutra, vendo menor chance de mudança de controle"
N0031102,2022-11-15 17:56:51,2022-11-15T20:56:51,2022-11-16,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Ibovespa em dólar (EWZ) listado em NY sobe; ADRs da Vale e Petrobras acompanham,"O EWZ, ETF listado em Nova York que reproduz a carteira de ações do Ibovespa em dólar, operou em alta nesta terça-feira de feriado devido ao 15 de novembro. A bolsa aqui no Brasil não abriu. Por volta das 17h45, o ETF subia 0,89%, a US$ 31,08. O movimento pode indicar um viés positivo para o índice brasileiro com a […]",https://www.moneytimes.com.br/ibovespa-em-dolar-ewz-listado-em-ny-sobe-adrs-da-vale-e-petrobras-acompanham/,pt,"ibovespa em dólar (ewz) listado em ny sobe; adrs da vale e petrobras acompanham || o ewz, etf listado em nova york que reproduz a carteira de ações do ibovespa em dólar, operou em alta nesta terça-feira de feriado devido ao 15 de novembro. a bolsa aqui no brasil não abriu. por volta das 17h45, o etf subia 0,89%, a us$ 31,08. o movimento pode indicar um viés positivo para o índice brasileiro com a […]"
N0031215,2022-11-21 18:09:42,2022-11-21T21:09:42,2022-11-22,CAT2_Mercado_Petroleo,InfoMoney,WP_InfoMoney,"Sanepar (SAPR11), Cemig (CMIG4), Sabesp (SBSP3) e mais estatais estaduais disparam com “efeito Copel”",Outras notícias também agitam empresas: Citi elevou preço-alvo de Sabesp; Cemig vai ampliar investimentos em energia solar,https://www.infomoney.com.br/mercados/sanepar-sapr11-cemig-cmig4-sabesp-sbsp3-e-mais-estatais-estaduais-disparam-com-efeito-copel/,pt,"sanepar (sapr11), cemig (cmig4), sabesp (sbsp3) e mais estatais estaduais disparam com “efeito copel” || outras notícias também agitam empresas: citi elevou preço-alvo de sabesp; cemig vai ampliar investimentos em energia solar"
N0031245,2022-11-22 18:13:13,2022-11-22T21:13:13,2022-11-23,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Petrobras (PETR4): UBS faz duplo rebaixamento, recomenda venda e corta preço-alvo em 53%; ação chega a cair 5%, mas ameniza","Banco reduz recomendação com base em visão sobre preços dos combustíveis, investimentos e despesas gerais",https://www.infomoney.com.br/mercados/petrobras-petr4-ubs-bb-faz-duplo-rebaixamento-recomenda-venda-da-acao-e-corta-preco-alvo-em-53-fenix-volta-ao-ninho/,pt,"petrobras (petr4): ubs faz duplo rebaixamento, recomenda venda e corta preço-alvo em 53%; ação chega a cair 5%, mas ameniza || banco reduz recomendação com base em visão sobre preços dos combustíveis, investimentos e despesas gerais"
N0031274,2022-11-23 19:51:17,2022-11-23T22:51:17,2022-11-24,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,Para passar longe: Veja 5 ações que mais preocupam os mercados,"Para além das recomendações de compra, analistas de mercados também veem algumas ações que preocupam. São papéis que ou subiram muito ou possuem desafios macroeconômicos. Levantamento realizado pelo TradeMap, com base em dados da Refinitiv, mostrou quais as ações que possuem maior recomendação de venda. Veja na tabela abaixo: Empresa Ticker Comprar Manter Vender Total […]",https://www.moneytimes.com.br/para-passar-longe-veja-5-acoes-que-mais-preocupam-os-mercados/,pt,"para passar longe: veja 5 ações que mais preocupam os mercados || para além das recomendações de compra, analistas de mercados também veem algumas ações que preocupam. são papéis que ou subiram muito ou possuem desafios macroeconômicos. levantamento realizado pelo trademap, com base em dados da refinitiv, mostrou quais as ações que possuem maior recomendação de venda. veja na tabela abaixo: empresa ticker comprar manter vender total […]"
N0031354,2022-11-29 19:09:27,2022-11-29T22:09:27,2022-11-30,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,Fundador do Nubank (NU) abre mão de acordo sobre potencial remuneração extra,"O Nubank (NU) disse nesta terça-feira que o fundador e presidente-executivo, David Vélez, decidiu encerrar um acordo que lhe dava direito a uma possível remuneração extra milionária em ações no futuro, gerando um efeito contábil positivo para o banco digital. A remuneração adicional esteve no centro de uma polêmica que atingiu o Nubank em abril […]",https://www.moneytimes.com.br/fundador-do-nubank-nu-abre-mao-de-acordo-sobre-potencial-remuneracao-extra/,pt,"fundador do nubank (nu) abre mão de acordo sobre potencial remuneração extra || o nubank (nu) disse nesta terça-feira que o fundador e presidente-executivo, david vélez, decidiu encerrar um acordo que lhe dava direito a uma possível remuneração extra milionária em ações no futuro, gerando um efeito contábil positivo para o banco digital. a remuneração adicional esteve no centro de uma polêmica que atingiu o nubank em abril […]"
N0031468,2022-12-06 19:34:41,2022-12-06T22:34:41,2022-12-07,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Por que Petrobras (PETR4) não acompanhou queda do petróleo nesta terça?,"Em dia positivo para o Ibovespa, as ações da Petrobras (PETR3;PETR4) terminaram o dia em sentidos opostos, com as ordinárias perdendo 0,17% e as preferenciais fechando praticamente estáveis, em leve alta de 0,07%. Os papéis da estatal não acompanharam a derrocada dos preços do petróleo nos mercados internacionais. Os contratos futuros do petróleo Brent recuaram […]",https://www.moneytimes.com.br/por-que-petrobras-petr4-nao-acompanhou-queda-do-petroleo-nesta-terca/,pt,"por que petrobras (petr4) não acompanhou queda do petróleo nesta terça? || em dia positivo para o ibovespa, as ações da petrobras (petr3;petr4) terminaram o dia em sentidos opostos, com as ordinárias perdendo 0,17% e as preferenciais fechando praticamente estáveis, em leve alta de 0,07%. os papéis da estatal não acompanharam a derrocada dos preços do petróleo nos mercados internacionais. os contratos futuros do petróleo brent recuaram […]"
N0031710,2022-12-20 22:58:58,2022-12-21T01:58:58,2022-12-21,CAT2_Mercado_Petroleo,Poder360,WP_Poder360,Câmara aprova em 1º turno R$ 170 bi de furo no teto de 2023,Proposta inclui dispositivo para aumentar valor de emendas individuais impositivas; deputados ainda precisam votar o 2º turno,https://www.poder360.com.br/congresso/camara-aprova-em-1o-turno-r-200-bi-de-furo-no-teto-de-2023/,pt,câmara aprova em 1º turno r$ 170 bi de furo no teto de 2023 || proposta inclui dispositivo para aumentar valor de emendas individuais impositivas; deputados ainda precisam votar o 2º turno
N0031717,2022-12-21 17:20:22,2022-12-21T20:20:22,2022-12-22,CAT7_Macro_Energia,InfoMoney,WP_InfoMoney,Itaú BBA corta preço-alvo da JBS (JBSS3) e recomenda compra de Vittia (VITT3); Marcopolo (POMO4) é top pick do Bradesco BBI,"JPMorgan, por sua vez, reiterou recomendação equivalente à compra para ações de Vibra e Afya",https://www.infomoney.com.br/mercados/itau-bba-corta-preco-alvo-da-jbs-jbss3-e-recomenda-compra-de-vittia-vitt3-marcopolo-pomo4-e-top-pick-do-bradesco-bbi/,pt,"itaú bba corta preço-alvo da jbs (jbss3) e recomenda compra de vittia (vitt3); marcopolo (pomo4) é top pick do bradesco bbi || jpmorgan, por sua vez, reiterou recomendação equivalente à compra para ações de vibra e afya"
N0031757,2022-12-23 18:13:16,2022-12-23T21:13:16,2022-12-26,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Ibovespa (IBOV) garante 5º pregão seguido de alta com disparada de petroleira,"O Ibovespa (IBOV) garantiu um pregão de forte alta nesta sexta-feira (23), contribuindo para uma semana positiva para o mercado de ações local. Embalado pela disparada da Petrobras (PETR3;PETR4) em meio ao habitual rali de fim de ano, o índice de referência da Bolsa brasileira registrou valorização de 2% hoje, a 109.697,57 pontos. Com isso, […]",https://www.moneytimes.com.br/ibovespa-hoje-fecha-alta-204-petrobras-petr4-rali-fim-de-ano-23-12-2022/,pt,"ibovespa (ibov) garante 5º pregão seguido de alta com disparada de petroleira || o ibovespa (ibov) garantiu um pregão de forte alta nesta sexta-feira (23), contribuindo para uma semana positiva para o mercado de ações local. embalado pela disparada da petrobras (petr3;petr4) em meio ao habitual rali de fim de ano, o índice de referência da bolsa brasileira registrou valorização de 2% hoje, a 109.697,57 pontos. com isso, […]"
N0031877,2022-12-31 18:00:56,2022-12-31T21:00:56,2023-01-02,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"5 ações para investir na primeira semana de 2023 e buscar até 53%, segundo a Terra","A Terra Investimentos não realizou alterações em sua carteira recomendada de ações para a primeira semana de 2023. Marfrig (MRFG3), SLC Agrícola (SLCE3), Totvs (TOTS3), Usiminas (USIM5) e Vibra Energia (VBBR3) compõem o portfólio. Na última semana do ano, até o fechamento do pregão do dia 29, a carteira registrou alta de 3,42%, em uma semana também positiva para o Ibovespa, que teve […]",https://www.moneytimes.com.br/5-acoes-para-investir-na-primeira-semana-de-2023-e-buscar-ate-53-segundo-a-terra/,pt,"5 ações para investir na primeira semana de 2023 e buscar até 53%, segundo a terra || a terra investimentos não realizou alterações em sua carteira recomendada de ações para a primeira semana de 2023. marfrig (mrfg3), slc agrícola (slce3), totvs (tots3), usiminas (usim5) e vibra energia (vbbr3) compõem o portfólio. na última semana do ano, até o fechamento do pregão do dia 29, a carteira registrou alta de 3,42%, em uma semana também positiva para o ibovespa, que teve […]"
N0031983,2023-01-05 17:56:00,2023-01-05T20:56:00,2023-01-06,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Coluna do TradingView: Bolsa opera aliviada após desfechos políticos,"Após início conturbado e discursos desleixados, o governo parece ter salvado as narrativas iniciais desdizendo o que foi dito no princípio. Hoje a bolsa retoma metade as perdas da semana, em dia de alívio para o investidor. Leo Senger Sempre tenho um conflito em um momento como este! Dólar subindo é bom para a minha […]",https://www.moneytimes.com.br/coluna-do-tradingview-bolsa-opera-aliviada-apos-desfechos-politicos/,pt,"coluna do tradingview: bolsa opera aliviada após desfechos políticos || após início conturbado e discursos desleixados, o governo parece ter salvado as narrativas iniciais desdizendo o que foi dito no princípio. hoje a bolsa retoma metade as perdas da semana, em dia de alívio para o investidor. leo senger sempre tenho um conflito em um momento como este! dólar subindo é bom para a minha […]"
N0032091,2023-01-10 18:01:29,2023-01-10T21:01:29,2023-01-11,CAT2_Mercado_Petroleo,Exame,WP_Exame,GPA dispara 8% e Eletrobras fica na lanterna do Ibovespa,"Varejista subiu com anúncio de cisão do Éxito, enquanto Eletrobras sofreu com dia negativo para o setor elétrico",https://exame.com/invest/mercados/maiores-altas-e-baixas-do-ibovespa-hoje-gpa-dispara-9-e-eletrobras-fica-na-lanterna/,pt,"gpa dispara 8% e eletrobras fica na lanterna do ibovespa || varejista subiu com anúncio de cisão do éxito, enquanto eletrobras sofreu com dia negativo para o setor elétrico"
N0032129,2023-01-11 18:24:27,2023-01-11T21:24:27,2023-01-12,CAT1_Empresa,InfoMoney,WP_InfoMoney,"3R Petroleum (RRRP3) salta 13,6% com mudança de patamar e expectativa de que ação suba mais de 100% em 2023","JP se uniu a outras casas e iniciou cobertura para RRRP3 vendo ação a R$ 100, além de ter visão positiva para PRIO; dado de produção anima ativos",https://www.infomoney.com.br/mercados/acao-3r-petroleum-rrrp3-salta-mudanca-patamar-producao-expectativa-de-que-acao-pode-subir-mais-de-100-bolsa/,pt,"3r petroleum (rrrp3) salta 13,6% com mudança de patamar e expectativa de que ação suba mais de 100% em 2023 || jp se uniu a outras casas e iniciou cobertura para rrrp3 vendo ação a r$ 100, além de ter visão positiva para prio; dado de produção anima ativos"
N0032237,2023-01-16 18:43:33,2023-01-16T21:43:33,2023-01-17,CAT2_Mercado_Petroleo,InfoMoney,WP_InfoMoney,"Ibovespa cai 1,54%, com risco fiscal e impacto do caso da Americanas (AMER3); dólar sobe 0,83%","Caso Americanas, aumento do salário mínimo e isenção do IPI foram principais triggers negativos para mercado brasileiro nesta segunda-feira",https://www.infomoney.com.br/mercados/ibovespa-cai-154-com-risco-fiscal-e-impacto-do-caso-da-americanas-amer3-dolar-sobe-083/,pt,"ibovespa cai 1,54%, com risco fiscal e impacto do caso da americanas (amer3); dólar sobe 0,83% || caso americanas, aumento do salário mínimo e isenção do ipi foram principais triggers negativos para mercado brasileiro nesta segunda-feira"
N0032267,2023-01-17 18:48:17,2023-01-17T21:48:17,2023-01-18,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Ibovespa fecha em alta de 2,04%, com impacto positivo de commodities; dólar cai 0,84%, a R$ 5,10","Além da alta das commodities por “efeito China”, falas de Fernando Haddad em Davos também foram vistas como positivas",https://www.infomoney.com.br/mercados/ibovespa-fecha-em-alta-de-204-com-impacto-positivo-de-commodities-dolar-cai-084-a-r-510/,pt,"ibovespa fecha em alta de 2,04%, com impacto positivo de commodities; dólar cai 0,84%, a r$ 5,10 || além da alta das commodities por “efeito china”, falas de fernando haddad em davos também foram vistas como positivas"
N0032471,2023-01-26 19:47:26,2023-01-26T22:47:26,2023-01-27,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Petrobras (PETR4) não vale ‘compra’, avalia Ativa; analista vê opção mais atraente","A Ativa Investimentos atualizou os preços-alvo de duas ações do setor de óleo e gás, mas seguiu com recomendações diferentes para elas. A recomendação “neutro” foi reafirmada para a Petrobras (PETR4), que ganhou preço-alvo de R$ 28. Ilan Arbetman, analista responsável pelo relatório desta quinta-feira (26), cita os riscos do novo governo, que tem a […]",https://www.moneytimes.com.br/petrobras-petr4-nao-vale-compra-avalia-ativa-analista-ve-opcao-mais-atraente/,pt,"petrobras (petr4) não vale ‘compra’, avalia ativa; analista vê opção mais atraente || a ativa investimentos atualizou os preços-alvo de duas ações do setor de óleo e gás, mas seguiu com recomendações diferentes para elas. a recomendação “neutro” foi reafirmada para a petrobras (petr4), que ganhou preço-alvo de r$ 28. ilan arbetman, analista responsável pelo relatório desta quinta-feira (26), cita os riscos do novo governo, que tem a […]"
N0032843,2023-02-14 17:12:19,2023-02-14T20:12:19,2023-02-15,CAT4_Infraestrutura,MoneyTimes,WP_MoneyTimes,Mercadante diz que BNDES não participa da elaboração do novo arcabouço fiscal,"O presidente do Banco Nacional de Desenvolvimento Econômico e Social (BNDES), Aloizio Mercadante, disse nesta terça-feira que o banco não trata do novo marco fiscal e que um seminário que será realizado sobre política econômica não terá incidência na elaboração do instrumento que vai substituir o teto de gastos. “Debater é bom para o Brasil. […]",https://www.moneytimes.com.br/mercadante-diz-que-congresso-pode-discutir-linhas-gerais-do-comercio-exterior-mas-nao-cada-emprestimo/,pt,"mercadante diz que bndes não participa da elaboração do novo arcabouço fiscal || o presidente do banco nacional de desenvolvimento econômico e social (bndes), aloizio mercadante, disse nesta terça-feira que o banco não trata do novo marco fiscal e que um seminário que será realizado sobre política econômica não terá incidência na elaboração do instrumento que vai substituir o teto de gastos. “debater é bom para o brasil. […]"
N0033191,2023-03-02 18:17:22,2023-03-02T21:17:22,2023-03-03,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Ibovespa (IBOV) volta a cair nesta quinta, aos 103 mil pontos, sob peso de Petrobras (PETR4)","O Ibovespa (IBOV) voltou a cair nesta quinta-feira (2), com Petrobras (PETR4) no centro do noticiário corporativo após divulgar os resultados do quarto trimestre de 2022. Em dia negativo para as ações de maior peso, o índice de referência da Bolsa brasileira recuou 1,01%, a 103.325,62 pontos. As ações da Petrobras perderam 2,61%, mesmo após […]",https://www.moneytimes.com.br/ibovespa-hoje-fecha-queda-petrobras-petr4-dividendos-02-03-2023/,pt,"ibovespa (ibov) volta a cair nesta quinta, aos 103 mil pontos, sob peso de petrobras (petr4) || o ibovespa (ibov) voltou a cair nesta quinta-feira (2), com petrobras (petr4) no centro do noticiário corporativo após divulgar os resultados do quarto trimestre de 2022. em dia negativo para as ações de maior peso, o índice de referência da bolsa brasileira recuou 1,01%, a 103.325,62 pontos. as ações da petrobras perderam 2,61%, mesmo após […]"
N0033497,2023-03-15 17:12:32,2023-03-15T20:12:32,2023-03-16,CAT1_Empresa,InfoMoney,WP_InfoMoney,Petroreconcavo (RECV3) fecha em baixa de 19% e é destaque em dia negativo para ações de petroleiras: o que explica movimento?,"Além do cenário de queda para o petróleo, PetroReconcavo tem revisão de estimativas com analistas vendo compra de Polo Bahia Terra como mais difícil",https://www.infomoney.com.br/mercados/petroreconcavo-recv3-desaba-mais-de-15-e-e-destaque-em-dia-negativo-para-acoes-de-petroleiras-o-que-explica/,pt,"petroreconcavo (recv3) fecha em baixa de 19% e é destaque em dia negativo para ações de petroleiras: o que explica movimento? || além do cenário de queda para o petróleo, petroreconcavo tem revisão de estimativas com analistas vendo compra de polo bahia terra como mais difícil"
N0033547,2023-03-16 19:28:21,2023-03-16T22:28:21,2023-03-17,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"PetroReconcavo (RECV3) não é mais ‘compra’, diz BBI; ação volta a cair forte após despencar quase 20%","Um dia após as ações da PetroReconcavo (RECV3) despencarem 19,27%, analistas do Bradesco BBI rebaixaram a recomendação da empresa de “compra” para “neutro”. O preço-alvo também foi cortado, de R$ 37 a R$ 30, mostra um relatório da Ágora Investimentos divulgado nesta quinta-feira (16). A redução ocorre porque a instituição incorporou os números do último […]",https://www.moneytimes.com.br/petroreconcavo-recv3-nao-e-mais-compra-diz-bbi-acao-volta-a-cair-forte-apos-despencar-quase-20/,pt,"petroreconcavo (recv3) não é mais ‘compra’, diz bbi; ação volta a cair forte após despencar quase 20% || um dia após as ações da petroreconcavo (recv3) despencarem 19,27%, analistas do bradesco bbi rebaixaram a recomendação da empresa de “compra” para “neutro”. o preço-alvo também foi cortado, de r$ 37 a r$ 30, mostra um relatório da ágora investimentos divulgado nesta quinta-feira (16). a redução ocorre porque a instituição incorporou os números do último […]"
N0033566,2023-03-17 17:50:23,2023-03-17T20:50:23,2023-03-20,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"ENGI11, CPFE3, EQTL3, ELET3: A indicação do governo que levou as ações à lona nesta sexta","Os papéis das elétricas tombaram nesta sexta-feira (17), em dia já negativo para o Ibovespa. O papel da Energisa (ENGI11) caiu 6,43%, Equatorial (EQTL3) recuou 5,01%, CPFL (CPFE3) tombou 6,56% e Eletrobras (ELET3) exibiu queda de 4,83%. A queda ocorre após o Ministério de Minas e Energia confirmar o nome de Efrain Cruz para secretário-executivo da pasta. […]",https://www.moneytimes.com.br/engi11-cpfe3-eqtl3-elet3-a-indicacao-do-governo-que-leva-as-acoes-a-lona-nesta-sexta/,pt,"engi11, cpfe3, eqtl3, elet3: a indicação do governo que levou as ações à lona nesta sexta || os papéis das elétricas tombaram nesta sexta-feira (17), em dia já negativo para o ibovespa. o papel da energisa (engi11) caiu 6,43%, equatorial (eqtl3) recuou 5,01%, cpfl (cpfe3) tombou 6,56% e eletrobras (elet3) exibiu queda de 4,83%. a queda ocorre após o ministério de minas e energia confirmar o nome de efrain cruz para secretário-executivo da pasta. […]"
N0033856,2023-03-30 18:05:44,2023-03-30T21:05:44,2023-03-31,CAT1_Empresa,InfoMoney,WP_InfoMoney,Novas regras para ICMS da gasolina: como elas podem beneficiar ações de empresas de etanol e de distribuidoras de combustíveis,Analistas destacam impactos positivos para o Ebitda de Raízen e São Martinho com melhora da competitividade; já distribuidoras podem ter efeito “dúbio”,https://www.infomoney.com.br/mercados/novas-regras-para-icms-da-gasolina-como-podem-beneficiar-acoes-de-empresas-de-etanol-e-de-distribuidoras-de-combustiveis/,pt,novas regras para icms da gasolina: como elas podem beneficiar ações de empresas de etanol e de distribuidoras de combustíveis || analistas destacam impactos positivos para o ebitda de raízen e são martinho com melhora da competitividade; já distribuidoras podem ter efeito “dúbio”
